"DR.Number","Date.Occurred","Time.Occurred","Hour","Weapon.Description","Status.Description","Address","Cross.Street","Longitude","Latitude"
141306483,"02/14/2014",1230,12,"SEMI-AUTOMATIC PISTOL","Invest Cont","56TH                         ST","MAIN                         ST",-118.2739,33.9916
141307325,"03/02/2014",2000,20,"UNKNOWN FIREARM","Invest Cont","4600    WALL                         ST","",-118.2718,34.002
141308125,"03/17/2014",255,2,"HAND GUN","Invest Cont","100 E  41ST                         PL","",-118.274,34.0082
141309248,"04/06/2014",900,9,"UNKNOWN FIREARM","Adult Arrest","4100    DORSEY                       ST","",-118.2485,34.0073
141309251,"04/06/2014",900,9,"UNKNOWN FIREARM","Adult Arrest","1400 E  41ST                         PL","",-118.2495,34.0081
141310015,"04/19/2014",400,4,"UNKNOWN FIREARM","Invest Cont","100 E  29TH                         ST","",-118.2702,34.0225
141310016,"04/19/2014",400,4,"UNKNOWN FIREARM","Invest Cont","100 E  29TH                         ST","",-118.2702,34.0225
141310017,"04/19/2014",400,4,"UNKNOWN FIREARM","Invest Cont","100 E  29TH                         ST","",-118.2702,34.0225
141310032,"04/19/2014",1605,16,"UNKNOWN FIREARM","Invest Cont","5300 S  MAIN                         ST","",-118.2739,33.9943
141310083,"04/20/2014",1435,14,"HAND GUN","Invest Cont","300 E  65TH                         ST","",-118.2695,33.9806
141310661,"05/03/2014",1229,12,"SEMI-AUTOMATIC PISTOL","Invest Cont","5300    COMPTON                      AV","",-118.2478,33.9948
141312464,"06/04/2014",1730,17,"UNKNOWN FIREARM","Invest Cont","6200 S  BROADWAY","",-118.2783,33.9833
141312959,"06/15/2014",737,7,"REVOLVER","Invest Cont","53RD                         ST","HOLMES",-118.2411,33.9947
141313001,"06/15/2014",1420,14,"HAND GUN","Invest Cont","1500 E  52ND                         ST","",-118.2478,33.9957
141313055,"06/17/2014",1050,10,"UNKNOWN FIREARM","Invest Cont","SAN PEDRO                    ST","54TH                         ST",-118.2701,33.9934
141313235,"06/20/2014",1115,11,"HAND GUN","Invest Cont","48TH                         ST","WADSWORTH",-118.2587,34.0003
141313427,"06/19/2014",930,9,"UNKNOWN FIREARM","Invest Cont","500 E  15TH                         ST","",-118.258,34.0321
141313748,"06/29/2014",218,2,"UNKNOWN FIREARM","Invest Cont","43RD                         PL","CROCKER",-118.2685,34.0048
141313749,"06/29/2014",218,2,"UNKNOWN FIREARM","Invest Cont","43RD                         PL","CROCKER",-118.2685,34.0048
141314299,"07/09/2014",1940,19,"SEMI-AUTOMATIC PISTOL","Invest Cont","25TH                         ST","TRINITY",-118.2626,34.0235
141314300,"07/09/2014",1905,19,"HAND GUN","Adult Other","1400 E  46TH                         ST","",-118.2499,34.0021
141314301,"07/09/2014",1905,19,"HAND GUN","Invest Cont","1400 E  46TH                         ST","",-118.2499,34.0021
141314792,"07/17/2014",30,0,"HAND GUN","Invest Cont","1100 E  50TH                         ST","",-118.2565,33.998
141314923,"07/19/2014",1515,15,"UNKNOWN FIREARM","Invest Cont","100 W  66TH                         ST","",-118.2739,33.9797
141315734,"08/02/2014",2120,21,"UNK TYPE SEMIAUTOMATIC ASSAULT RIFLE","Invest Cont","6800 S  BROADWAY","",-118.2783,33.9782
141316516,"08/16/2014",2345,23,"HAND GUN","Invest Cont","4400    STANFORD                     AV","",-118.264,34.0039
141316739,"08/20/2014",2240,22,"HAND GUN","Invest Cont","4200    WALL                         ST","",-118.2716,34.0073
141316740,"08/20/2014",2240,22,"HAND GUN","Invest Cont","4200    WALL                         ST","",-118.2716,34.0073
141316741,"08/20/2014",2240,22,"HAND GUN","Invest Cont","4200    WALL                         ST","",-118.2716,34.0073
141317362,"09/01/2014",2205,22,"HAND GUN","Invest Cont","4400    LIMA                         ST","",-118.2466,34.0039
141317376,"09/02/2014",900,9,"UNKNOWN FIREARM","Invest Cont","300 W  57TH                         ST","",-118.2783,33.9906
141317550,"09/04/2014",1500,15,"UNKNOWN FIREARM","Invest Cont","4700    AVALON                       BL","",-118.2652,34.0007
141317678,"09/07/2014",1210,12,"SEMI-AUTOMATIC PISTOL","Invest Cont","100 E  37TH                         ST","",-118.274,34.0149
141317943,"09/12/2014",1200,12,"HAND GUN","Invest Cont","200 W  53RD                         ST","",-118.2761,33.9942
141318653,"09/22/2014",1900,19,"HAND GUN","Invest Cont","4700 S  BROADWAY","",-118.2783,34.001
141320855,"10/30/2014",1720,17,"HAND GUN","Invest Cont","200 E  28TH                         ST","",-118.2686,34.0228
141321675,"11/12/2014",1935,19,"HAND GUN","Invest Cont","59TH                         ST","AVALON                       BL",-118.2652,33.9872
141321811,"11/15/2014",150,1,"SEMI-AUTOMATIC PISTOL","Adult Arrest","MAPLE                        AV","36TH                         ST",-118.2704,34.0157
141322579,"11/29/2014",200,2,"UNKNOWN FIREARM","Invest Cont","100 E  47TH                         ST","",-118.274,34.0011
141323218,"12/11/2014",1005,10,"HAND GUN","Invest Cont","57TH                         ST","MAIN                         ST",-118.2739,33.9907
141324111,"12/27/2014",2230,22,"HAND GUN","Invest Cont","200 E  30TH                         ST","",-118.2696,34.0213
141400516,"01/14/2014",130,1,"HAND GUN","Invest Cont","6400 W  77TH                         ST","",-118.3997,33.9731
141400585,"03/02/2014",350,3,"UNKNOWN FIREARM","Invest Cont","SEPULVEDA                    BL","79TH                         ST",-118.3962,33.9635
141400640,"04/20/2014",300,3,"SEMI-AUTOMATIC PISTOL","Invest Cont","4700    SLAUSON                      AV","",-118.4116,33.9966
141406840,"02/08/2014",1730,17,"HAND GUN","Invest Cont","11300    CULVER                       DR","",-118.4032,33.9971
141408732,"03/04/2014",1850,18,"HAND GUN","Invest Cont","5000    SLAUSON                      AV","",-118.4077,33.9942
141409297,"03/12/2014",50,0,"HAND GUN","Invest Cont","6500    FIREBRAND                    ST","",-118.4037,33.9744
141409435,"03/15/2014",100,1,"HAND GUN","Invest Cont","800    6TH                          AV","",-118.4694,33.9962
141410750,"04/03/2014",150,1,"HAND GUN","Invest Cont","SPEEDWAY","WINDWARD",-118.473,33.9868
141410831,"04/02/2014",1200,12,"HAND GUN","Invest Cont","4700    SLAUSON                      AV","",-118.4116,33.9966
141415692,"06/10/2014",1830,18,"UNKNOWN FIREARM","Invest Cont","5200 W  CENTINELA                    AV","",-118.3703,33.9773
141417069,"06/29/2014",530,5,"UNKNOWN FIREARM","Invest Cont","12200    PACIFIC                      AV","",-118.4305,34.004
141423213,"09/11/2014",2342,23,"HAND GUN","Invest Cont","SUNSET                       AV","7TH                          ST",-118.4682,33.9988
141423905,"09/21/2014",215,2,"HAND GUN","Invest Cont","MANCHESTER","OSAGE",-118.3788,33.9599
141429614,"11/27/2014",2130,21,"HAND GUN","Invest Cont","5300 W  93RD                         ST","",-118.3725,33.9516
141430913,"12/20/2014",135,1,"SEMI-AUTOMATIC PISTOL","Invest Cont","4100    INGLEWOOD                    BL","",-118.4242,34.0002
141431499,"12/23/2014",100,1,"HAND GUN","Invest Cont","6400 W  77TH                         ST","",-118.3997,33.9731
141500560,"02/07/2014",2255,22,"OTHER FIREARM","Invest Cont","6500    GILSON                       AV","",-118.4108,34.1888
141500702,"04/10/2014",1755,17,"RIFLE","Adult Other","12700    MAGNOLIA                     BL","",-118.4094,34.1649
141500801,"05/13/2014",2215,22,"OTHER FIREARM","Invest Cont","12800    VICTORY                      BL","",-118.4117,34.1867
141500879,"06/07/2014",30,0,"UNKNOWN FIREARM","Invest Cont","12700    WELBY                        WY","",-118.4094,34.1931
141500909,"06/28/2014",1930,19,"UNKNOWN FIREARM","Invest Cont","4400    ENSIGN                       AV","",-118.3712,34.1504
141501170,"10/23/2014",2045,20,"SEMI-AUTOMATIC PISTOL","Invest Cont","11400    CHANDLER                     BL","",-118.379,34.1681
141501207,"11/05/2014",2230,22,"UNKNOWN FIREARM","Invest Cont","8000    FULTON                       AV","",-118.4189,34.2159
141504662,"01/13/2014",745,7,"AIR PISTOL/REVOLVER/RIFLE/BB GUN","Invest Cont","5700    WHITSETT                     AV","",-118.4052,34.174
141507321,"03/05/2014",100,1,"UNKNOWN FIREARM","Invest Cont","8100    LLOYD                        AV","",-118.4207,34.2181
141509632,"04/19/2014",2000,20,"HAND GUN","Adult Arrest","5400    HERMITAGE                    AV","",-118.4003,34.1687
141510471,"05/05/2014",200,2,"HAND GUN","Adult Other","5400    SATSUMA                      AV","",-118.3675,34.1687
141514227,"07/19/2014",1900,19,"HAND GUN","Invest Cont","10800    SHERMAN                      WY","",-118.3658,34.2012
141515902,"08/20/2014",1405,14,"UNKNOWN FIREARM","Invest Cont","12800    VICTORY                      BL","",-118.4117,34.1867
141516501,"09/01/2014",1825,18,"HAND GUN","Invest Cont","7100    FULTON                       AV","",-118.4225,34.1994
141518275,"10/02/2014",2125,21,"UNKNOWN FIREARM","Invest Cont","5600    LAUREL CANYON                BL","",-118.3965,34.1722
141518276,"10/02/2014",2330,23,"UNKNOWN FIREARM","Invest Cont","6700    WHITSETT                     AV","",-118.4052,34.1922
141519777,"10/31/2014",2320,23,"HAND GUN","Invest Cont","SATICOY                      ST","TUJUNGA                      AV",-118.3791,34.2085
141521668,"12/08/2014",1515,15,"UNKNOWN FIREARM","Invest Cont","7300    LANKERSHIM                   BL","",-118.3878,34.2031
141522690,"12/28/2014",2300,23,"HAND GUN","Invest Cont","6700    RIVERTON                     AV","",-118.3659,34.1922
141600979,"05/11/2014",300,3,"SEMI-AUTOMATIC PISTOL","Adult Arrest","7900    KRAFT                        AV","",-118.3803,34.2138
141601135,"07/04/2014",2200,22,"SEMI-AUTOMATIC PISTOL","Adult Arrest","10000    SAMOA                        AV","",-118.2873,34.2502
141601199,"07/25/2014",2105,21,"HAND GUN","Invest Cont","SAN FERNANDO                 RD","KAMLOOPS                     ST",-118.4111,34.2557
141601484,"10/29/2014",415,4,"UNKNOWN FIREARM","Invest Cont","WENTWORTH","COAL CANYON",-118.3682,34.2639
141601551,"11/26/2014",1830,18,"UNKNOWN FIREARM","Invest Cont","10400    CANTARA                      ST","",-118.3574,34.219
141601573,"12/05/2014",1835,18,"HAND GUN","Invest Cont","12700    OSBORNE                      ST","",-118.4095,34.2542
141601577,"12/05/2014",2200,22,"UNKNOWN FIREARM","Invest Cont","13800    HOYT                         ST","",-118.433,34.2568
141601596,"12/13/2014",1300,13,"UNKNOWN FIREARM","Invest Cont","8300    LAUREL CANYON                BL","",-118.3965,34.2217
141601619,"12/21/2014",1500,15,"HAND GUN","Invest Cont","7800    RADFORD                      AV","",-118.3921,34.2121
141604133,"01/05/2014",255,2,"HAND GUN","Invest Cont","13000    CARL                         ST","",-118.4158,34.2688
141605825,"02/23/2014",135,1,"HAND GUN","Juv Arrest","12500    FILMORE                      ST","",-118.405,34.2839
141606234,"03/05/2014",1940,19,"HAND GUN","Invest Cont","13000    LOUVRE                       ST","",-118.4156,34.2771
141608592,"05/07/2014",1400,14,"SEMI-AUTOMATIC PISTOL","Adult Other","11000    ARMINTA                      ST","",-118.3703,34.2139
141608810,"05/14/2014",1945,19,"HAND GUN","Invest Cont","13400    MERCER                       ST","",-118.4254,34.2665
141608811,"05/14/2014",1745,17,"SEMI-AUTOMATIC PISTOL","Invest Cont","NORRIS","DORA",-118.3701,34.2275
141610161,"06/19/2014",1100,11,"HAND GUN","Invest Cont","7800    LAUREL CANYON                BL","",-118.3965,34.2121
141613195,"08/31/2014",1700,17,"HAND GUN","Adult Arrest","10100    PARR                         AV","",-118.3132,34.2525
141613653,"09/15/2014",2200,22,"RIFLE","Adult Arrest","12600    TERRA BELLA                  ST","",-118.4072,34.266
141613756,"09/18/2014",2000,20,"UNKNOWN FIREARM","Invest Cont","7700    KLUMP                        AV","",-118.3758,34.2103
141613907,"09/22/2014",340,3,"UNKNOWN FIREARM","Invest Cont","11500    LEHIGH                       AV","",-118.4271,34.2787
141613921,"09/22/2014",1750,17,"HAND GUN","Invest Cont","VAN NUYS                     BL","BRADLEY                      AV",-118.4182,34.2689
141613961,"09/23/2014",1855,18,"HAND GUN","Invest Cont","12200    OSBORNE                      PL","",-118.3989,34.2619
141614354,"10/04/2014",300,3,"HAND GUN","Invest Cont","11000    SAN FERNANDO                 RD","",-118.4262,34.27
141615223,"10/31/2014",1000,10,"UNKNOWN FIREARM","Invest Cont","SHELDON","SAN FERNANDO                 RD",-118.3938,34.2393
141616142,"11/22/2014",2230,22,"UNKNOWN FIREARM","Invest Cont","11900    ARMINTA                      ST","",-118.3921,34.2139
141616915,"12/22/2014",230,2,"UNKNOWN FIREARM","Invest Cont","12700    PAXTON                       ST","",-118.4098,34.2856
141700710,"04/11/2014",2355,23,"UNKNOWN FIREARM","Invest Cont","RONALD REAGAN                FY","SAN DIEGO                    FY",-118.4721,34.2661
141700753,"05/03/2014",135,1,"UNKNOWN FIREARM","Invest Cont","19200    BRYANT                       ST","",-118.5514,34.2273
141700958,"08/02/2014",308,3,"UNKNOWN FIREARM","Invest Cont","11700    SHOSHONE                     AV","",-118.5165,34.2819
141704527,"01/10/2014",1830,18,"UNKNOWN FIREARM","Invest Cont","20200    BAHAMA                       ST","",-118.5739,34.233
141708423,"04/11/2014",200,2,"REVOLVER","Invest Cont","20600    PLUMMER                      ST","",-118.582,34.2428
141708696,"04/17/2014",1845,18,"UNKNOWN FIREARM","Adult Other","20600    PLUMMER                      ST","",-118.582,34.2428
141708799,"04/20/2014",1630,16,"HAND GUN","Adult Other","18400    MALDEN                       ST","",-118.5333,34.2255
141709063,"04/26/2014",830,8,"REVOLVER","Invest Cont","20600    PLUMMER                      ST","",-118.582,34.2428
141710127,"05/20/2014",2200,22,"OTHER FIREARM","Invest Cont","20600    PLUMMER                      ST","",-118.582,34.2428
141710302,"05/24/2014",1950,19,"REVOLVER","Invest Cont","20600    PLUMMER                      ST","",-118.582,34.2428
141710894,"06/07/2014",2320,23,"UNKNOWN FIREARM","Invest Cont","20600    PLUMMER                      ST","",-118.582,34.2428
141711366,"06/18/2014",2300,23,"UNKNOWN FIREARM","Invest Cont","9800    RESEDA                       BL","",-118.5361,34.2482
141711517,"06/19/2014",200,2,"SEMI-AUTOMATIC PISTOL","Invest Cont","16600    LASSEN                       ST","",-118.4937,34.2502
141712351,"07/12/2014",2012,20,"HAND GUN","Invest Cont","20600    PLUMMER                      ST","",-118.582,34.2428
141712660,"07/20/2014",940,9,"UNKNOWN FIREARM","Invest Cont","HOLLOW SPRINGS               DR","CRYSTAL SPRINGS              CI",-118.5594,34.2935
141714037,"08/18/2014",1800,18,"HAND GUN","Adult Arrest","BALBOA","RINALDI",-118.5021,34.2793
141715882,"10/02/2014",1845,18,"REVOLVER","Invest Cont","20600    PLUMMER                      ST","",-118.582,34.2428
141716512,"10/16/2014",2315,23,"HAND GUN","Adult Arrest","9600    ANDORA                       AV","",-118.6238,34.2458
141719643,"12/28/2014",1800,18,"HAND GUN","Invest Cont","9300    WOODLEY                      AV","",-118.485,34.2393
141800542,"01/12/2014",400,4,"HAND GUN","Invest Cont","1400 E  110TH                        ST","",-118.25,33.9358
141800584,"02/01/2014",1,0,"UNKNOWN FIREARM","Invest Cont","700 W  173RD                        PL","",-118.2887,33.8735
141800724,"03/19/2014",805,8,"UNKNOWN FIREARM","Invest Cont","111TH                        ST","AVALON                       BL",-118.2652,33.9348
141800746,"03/25/2014",2150,21,"UNKNOWN FIREARM","Invest Cont","1700 E  107TH                        ST","",-118.2428,33.9387
141800749,"03/25/2014",2150,21,"UNKNOWN FIREARM","Invest Cont","2200 E  105TH                        ST","",-118.2328,33.9406
141800857,"04/27/2014",2120,21,"UNKNOWN FIREARM","Invest Cont","148TH                        ST","ORCHARD                      AV",-118.2876,33.8983
141800983,"06/05/2014",2040,20,"UNKNOWN FIREARM","Invest Cont","9400 S  CENTRAL                      AV","",-118.255,33.9514
141801016,"06/12/2014",1535,15,"UNKNOWN FIREARM","Invest Cont","9400    WALL                         ST","",-118.2717,33.9511
141801094,"07/15/2014",42,0,"UNKNOWN FIREARM","Invest Cont","10000 S  BROADWAY","",-118.2781,33.9456
141801037,"06/18/2014",2350,23,"UNKNOWN FIREARM","Invest Cont","120TH                        ST","FIGUEROA                     ST",-118.2826,33.9237
141801086,"07/10/2014",2315,23,"UNKNOWN FIREARM","Adult Arrest","9900    GRAHAM                       AV","",-118.243,33.9465
141801092,"07/13/2014",2140,21,"UNKNOWN FIREARM","Invest Cont","800 W  104TH                        PL","",-118.2894,33.9415
141801164,"08/10/2014",2145,21,"UNKNOWN FIREARM","Invest Cont","100 W  94TH                         ST","",-118.2739,33.9511
141801197,"08/24/2014",1355,13,"HAND GUN","Adult Arrest","2200 E  101ST                        ST","",-118.2344,33.9449
141801236,"08/31/2014",2105,21,"HAND GUN","Adult Other","900 E  108TH                        ST","",-118.2587,33.9383
141801260,"09/06/2014",203,2,"OTHER FIREARM","Invest Cont","13400 S  VERMONT                      AV","",-118.2916,33.9102
141801445,"10/24/2014",1705,17,"UNKNOWN FIREARM","Invest Cont","WILMINGTON                   AV","103RD                        ST",-118.2391,33.9431
141801451,"10/25/2014",1010,10,"UNKNOWN FIREARM","Invest Cont","2000    SANTA ANA                    BL","",-118.2369,33.9373
141801495,"11/07/2014",55,0,"UNKNOWN FIREARM","Invest Cont","700 W  90TH                         ST","",-118.2869,33.9551
141801581,"12/05/2014",45,0,"UNKNOWN FIREARM","Invest Cont","1800 E  108TH                        ST","",-118.2407,33.9379
141801596,"12/09/2014",1400,14,"UNKNOWN FIREARM","Invest Cont","100 E  88TH                         PL","",-118.2739,33.9565
141801617,"12/14/2014",1600,16,"UNKNOWN FIREARM","Invest Cont","900 E  CENTURY                      BL","",-118.2586,33.9455
141801649,"12/25/2014",1420,14,"UNKNOWN FIREARM","Invest Cont","2200 E  112TH                        ST","",-118.2335,33.9334
141801661,"12/26/2014",2345,23,"UNKNOWN FIREARM","Invest Cont","1800 E  103RD                        PL","",-118.2406,33.9423
141804014,"01/01/2014",1225,12,"HAND GUN","Invest Cont","109TH","AVALON",-118.2652,33.9373
141804101,"01/03/2014",2300,23,"UNKNOWN FIREARM","Invest Cont","89TH                         ST","FIGUEROA                     ST",-118.2827,33.956
141804237,"01/06/2014",2200,22,"SHOTGUN","Invest Cont","9000 S  CENTRAL                      AV","",-118.2564,33.9547
141804238,"01/06/2014",940,9,"HAND GUN","Invest Cont","1600 E  109TH                        ST","",-118.2463,33.9368
141804587,"01/12/2014",1000,10,"UNKNOWN FIREARM","Invest Cont","300 W  88TH                         PL","",-118.2782,33.9568
141805018,"01/20/2014",1830,18,"UNKNOWN FIREARM","Invest Cont","11700 S  VERMONT                      AV","",-118.2916,33.9274
141805222,"01/24/2014",1610,16,"UNKNOWN FIREARM","Invest Cont","103RD                        ST","JUNIPER                      ST",-118.2326,33.9431
141805323,"01/26/2014",1215,12,"HAND GUN","Invest Cont","2200 E  115TH                        ST","",-118.2335,33.9297
141806059,"02/11/2014",1630,16,"HAND GUN","Invest Cont","8900 S  CENTRAL                      AV","",-118.2564,33.9556
141806555,"02/22/2014",1120,11,"HAND GUN","Invest Cont","600 E  CENTURY                      BL","",-118.2652,33.9456
141806713,"02/26/2014",145,1,"UNKNOWN FIREARM","Invest Cont","2000 E  115TH                        ST","",-118.2363,33.9305
141807306,"03/08/2014",1335,13,"UNKNOWN FIREARM","Invest Cont","800 W  102ND                        ST","",-118.2894,33.9438
141807617,"03/15/2014",1,0,"UNKNOWN FIREARM","Invest Cont","104TH                        ST","AVALON                       BL",-118.2652,33.9419
141807839,"03/18/2014",2300,23,"HAND GUN","Invest Cont","10500    ANZAC                        AV","",-118.2379,33.9406
141808022,"03/23/2014",1950,19,"UNKNOWN FIREARM","Adult Other","200 E  118TH                        ST","",-118.2717,33.9265
141808124,"03/25/2014",1530,15,"HAND GUN","Invest Cont","10100    BEACH                        ST","",-118.2415,33.9449
141808379,"03/30/2014",2230,22,"HAND GUN","Invest Cont","9500    WALL                         ST","",-118.2717,33.9502
141808591,"04/03/2014",2330,23,"SEMI-AUTOMATIC PISTOL","Invest Cont","800 W  93RD                         ST","",-118.2893,33.9519
141808628,"04/04/2014",2030,20,"UNKNOWN FIREARM","Invest Cont","1300 E  109TH                        ST","",-118.2519,33.9368
141809125,"04/15/2014",1340,13,"HAND GUN","Invest Cont","118TH","AVALON",-118.2652,33.9265
141809251,"04/16/2014",2100,21,"UNKNOWN FIREARM","Invest Cont","10900 S  FIGUEROA                     ST","",-118.2826,33.9374
141809762,"04/27/2014",130,1,"REVOLVER","Invest Cont","200 E  110TH                        ST","",-118.2619,33.9357
141810174,"05/04/2014",2330,23,"HAND GUN","Invest Cont","10700 S  FIGUEROA                     ST","",-118.2826,33.9391
141810389,"05/09/2014",210,2,"HAND GUN","Invest Cont","600    CALIBURN                     DR","",-118.2646,33.9565
141810390,"05/09/2014",210,2,"HAND GUN","Invest Cont","600    CALIBURN                     DR","",-118.2646,33.9565
141810680,"05/14/2014",2140,21,"HAND GUN","Invest Cont","1400 E  101ST                        ST","",-118.2474,33.9451
141810755,"05/15/2014",1720,17,"UNKNOWN FIREARM","Invest Cont","1200 E  115TH                        ST","",-118.2532,33.9303
141811270,"05/26/2014",1,0,"UNKNOWN FIREARM","Invest Cont","1600 E  111TH                        ST","",-118.2463,33.9348
141811562,"05/29/2014",2020,20,"UNKNOWN FIREARM","Invest Cont","700 E  94TH                         ST","",-118.263,33.9511
141811972,"06/07/2014",1720,17,"SEMI-AUTOMATIC PISTOL","Invest Cont","104TH","BARING CROSS",-118.2894,33.9423
141812175,"06/10/2014",1815,18,"UNKNOWN FIREARM","Invest Cont","CENTRAL                      AV","91ST                         ST",-118.2564,33.9539
141812377,"06/15/2014",1420,14,"UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","9400 S  CENTRAL                      AV","",-118.255,33.9514
141812730,"06/21/2014",300,3,"UNKNOWN FIREARM","Invest Cont","9400 S  GRAHAM                       AV","",-118.243,33.9515
141813229,"06/27/2014",600,6,"UNKNOWN FIREARM","Invest Cont","800 E  90TH                         ST","",-118.2608,33.9547
141813419,"07/04/2014",1840,18,"AUTOMATIC WEAPON/SUB-MACHINE GUN","Adult Arrest","10800 S  BROADWAY","",-118.2781,33.9383
141813802,"07/12/2014",1315,13,"HAND GUN","Adult Arrest","SUCCESS                      ST","99TH                         ST",-118.2491,33.947
141813820,"07/13/2014",20,0,"HAND GUN","Invest Cont","118TH                        ST","WADSWORTH",-118.2586,33.9267
141813955,"07/15/2014",820,8,"UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","97TH","BROADWAY                     AV",-118.2781,33.9483
141814049,"07/17/2014",1000,10,"UNKNOWN FIREARM","Adult Other","200 W  118TH                        PL","",-118.2761,33.9256
141814150,"07/18/2014",2130,21,"HAND GUN","Adult Arrest","WILMINGTON","110TH                        ST",-118.239,33.9352
141814487,"07/26/2014",230,2,"UNKNOWN FIREARM","Invest Cont","16600    DENVER                       AV","",-118.2837,33.881
141814729,"07/30/2014",1310,13,"REVOLVER","Invest Cont","9500    FIRTH                        BL","",-118.2477,33.9501
141815269,"08/10/2014",2055,20,"UNKNOWN FIREARM","Invest Cont","9400 S  SAN PEDRO                    ST","",-118.2695,33.9511
141815877,"08/20/2014",2230,22,"UNKNOWN FIREARM","Invest Cont","200 W  98TH                         ST","",-118.2768,33.9474
141815882,"08/20/2014",2050,20,"UNKNOWN FIREARM","Invest Cont","200 W  98TH                         ST","",-118.2768,33.9474
141815932,"08/21/2014",1900,19,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","200 E  87TH                         PL","",-118.2717,33.9581
141816255,"08/27/2014",2145,21,"UNKNOWN FIREARM","Invest Cont","9700    WALL                         ST","",-118.2717,33.9483
141817463,"09/20/2014",2205,22,"UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","GRAHAM                       AV","97TH                         ST",-118.243,33.9482
141817553,"09/22/2014",1305,13,"UNKNOWN FIREARM","Invest Cont","1500 E  92ND                         ST","",-118.2475,33.9534
141817558,"09/22/2014",2035,20,"HAND GUN","Invest Cont","IMPERIAL                     HY","TOWNE                        AV",-118.2664,33.9311
141817783,"09/27/2014",130,1,"HAND GUN","Invest Cont","9700 S  MAIN                         ST","",-118.2739,33.9483
141818595,"10/14/2014",915,9,"HAND GUN","Adult Arrest","10800    GORMAN                       AV","",-118.2312,33.9372
141818796,"10/18/2014",900,9,"UNKNOWN FIREARM","Invest Cont","10600    GRAPE                        ST","",-118.2369,33.9397
141819323,"10/28/2014",220,2,"UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","400 E  101ST                        ST","",-118.2673,33.9447
141819510,"10/31/2014",2150,21,"SEMI-AUTOMATIC PISTOL","Invest Cont","9400 S  CENTRAL                      AV","",-118.255,33.9514
141819809,"11/06/2014",1815,18,"HAND GUN","Invest Cont","100 W  112TH                        ST","",-118.2739,33.933
141819834,"11/06/2014",2200,22,"UNKNOWN FIREARM","Invest Cont","700 E  116TH                        ST","",-118.2622,33.9292
141820467,"11/18/2014",900,9,"UNKNOWN FIREARM","Invest Cont","200 E  90TH                         ST","",-118.2717,33.9547
141820802,"11/27/2014",130,1,"HAND GUN","Invest Cont","104TH","GRAND                        AV",-118.2805,33.9419
141820959,"11/06/2014",106,1,"HAND GUN","Invest Cont","115TH","CROESUS",-118.2335,33.9297
141821322,"12/08/2014",2135,21,"SEMI-AUTOMATIC PISTOL","Invest Cont","100 E  95TH                         ST","",-118.2739,33.9502
141821439,"12/11/2014",720,7,"HAND GUN","Invest Cont","2000 E  99TH                         PL","",-118.2367,33.9471
141821885,"12/18/2014",2255,22,"REVOLVER","Adult Arrest","10800 S  BROADWAY","",-118.2781,33.9383
141822004,"12/21/2014",1300,13,"UNKNOWN FIREARM","Invest Cont","400 E  120TH                        ST","",-118.2681,33.9237
141822392,"12/30/2014",2015,20,"UNKNOWN FIREARM","Invest Cont","10800    WILLOWBROOK                  AV","",-118.2425,33.9379
141900507,"01/02/2014",1725,17,"SHOTGUN","Adult Arrest","15100    LOS OLIVOS                   ST","",-118.4608,34.2695
141900600,"02/17/2014",330,3,"HAND GUN","Invest Cont","8600    CANTERBURY                   AV","",-118.4206,34.2259
141900628,"03/02/2014",5,0,"UNKNOWN FIREARM","Invest Cont","DORRINGTON                   AV","RANGOON                      ST",-118.4277,34.2271
141900712,"04/10/2014",130,1,"UNKNOWN FIREARM","Invest Cont","15400    MAYALL                       ST","",-118.4674,34.2537
141900879,"06/26/2014",1535,15,"HAND GUN","Invest Cont","9000    CEDROS                       AV","",-118.4536,34.2337
141900902,"07/04/2014",2330,23,"HAND GUN","Invest Cont","SAN JOSE","BURNET",-118.463,34.261
141901132,"10/03/2014",2330,23,"HAND GUN","Invest Cont","9700    SHARP                        AV","",-118.4254,34.247
141901278,"11/24/2014",1048,10,"UNKNOWN FIREARM","Invest Cont","ARLETA","GARBER",-118.4316,34.2473
141901276,"11/23/2014",430,4,"UNKNOWN FIREARM","Invest Cont","13700    WINGO                        ST","",-118.4327,34.2351
141901277,"11/23/2014",1710,17,"HAND GUN","Adult Arrest","14300    RAVEN                        ST","",-118.4445,34.3022
141904028,"12/31/2013",2000,20,"UNKNOWN FIREARM","Invest Cont","8400    COLUMBUS                     AV","",-118.4655,34.2231
141905493,"01/28/2014",2230,22,"UNKNOWN FIREARM","Adult Other","ARLETA","WENTWORTH",-118.4166,34.2331
141906501,"02/15/2014",1800,18,"UNKNOWN FIREARM","Invest Cont","13900    OSBORNE                      ST","",-118.4362,34.2348
141907171,"02/25/2014",2210,22,"UNKNOWN FIREARM","Invest Cont","SHARP","REMINGTON",-118.4299,34.2512
141909044,"03/30/2014",520,5,"HAND GUN","Invest Cont","10500    WOODMAN                      AV","",-118.4543,34.2609
