"DR.Number","Date.Occurred","Time.Occurred","Hour","Weapon.Description","Status.Description","Address","Cross.Street","Longitude","Latitude"
170500711,"03/18/2017",2330,23,"SEMI-AUTOMATIC PISTOL","Invest Cont","1100 E  MAURETANIA                   ST","",-118.2493,33.7901
170504021,"01/01/2017",115,1,"UNKNOWN FIREARM","Invest Cont","1100    RAVENNA                      AV","",-118.2686,33.7847
170500815,"04/22/2017",2315,23,"HAND GUN","Invest Cont","1000    MCDONALD                     AV","",-118.2712,33.7824
170500887,"05/20/2017",2100,21,"","Invest Cont","1500 S  WALKER                       AV","",-118.3034,33.7307
170500954,"06/16/2017",1600,16,"UNKNOWN FIREARM","Invest Cont","25900    BELLE PORTE                  AV","",-118.3012,33.7882
170504278,"01/06/2017",330,3,"UNKNOWN FIREARM","Invest Cont","2500 E  ANAHEIM                      ST","",-118.2314,33.7819
170504314,"01/07/2017",1330,13,"UNKNOWN FIREARM","Invest Cont","400 E  OPP                          ST","",-118.2582,33.7873
170504318,"01/07/2017",1335,13,"HAND GUN","Invest Cont","OPP","PIONEER",-118.2486,33.7836
170504313,"01/07/2017",1330,13,"UNKNOWN FIREARM","Invest Cont","200 E  OPP                          ST","",-118.2582,33.7873
170504471,"01/11/2017",1220,12,"UNKNOWN FIREARM","Invest Cont","1100 W  R                            ST","",-118.2763,33.7968
170504654,"01/15/2017",25,0,"UNKNOWN FIREARM","Invest Cont","SANFORD                      AV","DENNI                        ST",-118.2506,33.7853
170504655,"01/15/2017",25,0,"UNKNOWN FIREARM","Invest Cont","SANFORD                      AV","DENNI                        ST",-118.2506,33.7853
170504656,"01/15/2017",25,0,"UNKNOWN FIREARM","Invest Cont","SANFORD                      AV","DENNI                        ST",-118.2506,33.7853
170504657,"01/15/2017",25,0,"UNKNOWN FIREARM","Invest Cont","SANFORD                      AV","DENNI                        ST",-118.2506,33.7853
170504719,"01/11/2017",1220,12,"UNKNOWN FIREARM","Invest Cont","1100 W  R                            ST","",-118.2763,33.7968
170505156,"01/28/2017",2040,20,"HAND GUN","Invest Cont","600    LAGOON                       AV","",-118.2674,33.7768
170505891,"02/11/2017",250,2,"UNKNOWN FIREARM","Invest Cont","MEYLER","17TH",-118.2968,33.7288
170506067,"02/14/2017",1730,17,"REVOLVER","Adult Other","1600    PLAZA DEL AMO","",-118.3064,33.822
170506582,"02/26/2017",645,6,"HAND GUN","Invest Cont","SANFORD","DENNI",-118.2506,33.7853
170507124,"03/10/2017",30,0,"UNKNOWN FIREARM","Invest Cont","500 W  22ND                         ST","",-118.288,33.7243
170507769,"03/23/2017",1045,10,"REVOLVER","Invest Cont","CARSON","WESTERN                      AV",-118.3091,33.8315
170507875,"03/23/2017",645,6,"HAND GUN","Adult Arrest","1000 W  13TH                         ST","",-118.299,33.7325
170508116,"03/30/2017",1630,16,"UNKNOWN FIREARM","Invest Cont","1200 W  LOMITA                       BL","",-118.2975,33.7978
170508139,"04/01/2017",1515,15,"HAND GUN","Invest Cont","1500 W  ANAHEIM                      ST","",-118.302,33.7845
170508794,"04/14/2017",1410,14,"HAND GUN","Adult Arrest","1000 W  24TH                         ST","",-118.299,33.7225
170509088,"04/13/2017",1200,12,"UNKNOWN FIREARM","Invest Cont","200 W  1ST                          ST","",-118.2813,33.7433
170509576,"05/01/2017",445,4,"UNKNOWN FIREARM","Invest Cont","900 W  25TH                         ST","",-118.2968,33.7216
170509741,"05/03/2017",2320,23,"UNKNOWN FIREARM","Invest Cont","EUBANK","Q",-118.2568,33.7996
170509969,"05/08/2017",2133,21,"UNKNOWN FIREARM","Invest Cont","1ST","PALOS VERDES",-118.2813,33.7433
170510354,"05/18/2017",300,3,"HAND GUN","Invest Cont","900 W  25TH                         ST","",-118.2968,33.7216
170511906,"06/18/2017",330,3,"UNKNOWN FIREARM","Invest Cont","2300 S  MEYLER                       ST","",-118.2968,33.7234
170609573,"04/05/2017",1110,11,"SHOTGUN","Adult Other","2100    BEACHWOOD                    TR","",-118.3215,34.109
170611232,"04/30/2017",719,7,"HAND GUN","Adult Arrest","COLE                         AV","WARING                       AV",-118.3299,34.0853
170612838,"05/24/2017",2121,21,"UNKNOWN FIREARM","Invest Cont","1100    SEWARD                       ST","",-118.3384,34.0907
170614120,"06/17/2017",2330,23,"HAND GUN","Invest Cont","LEMON GROVE","HOBART",-118.3051,34.0863
170614818,"06/29/2017",1515,15,"HAND GUN","Invest Cont","7000    HOLLYWOOD                    BL","",-118.3417,34.1016
170707262,"03/15/2017",2244,22,"HAND GUN","Invest Cont","1400    2ND                          AV","",-118.3189,34.0461
170708986,"04/24/2017",10,0,"HAND GUN","Invest Cont","HAYWORTH                     AV","PICO                         BL",-118.364,34.0469
170710075,"05/16/2017",2250,22,"","Adult Arrest","2200 S  MARVIN                       AV","",-118.3631,34.0377
170711067,"06/09/2017",45,0,"","Invest Cont","PICO                         BL","STEARNS",-118.3721,34.0526
170711072,"06/09/2017",140,1,"","Invest Cont","RIDGELEY                     DR","SAN VICENTE                  BL",-118.3548,34.051
170711781,"06/25/2017",2310,23,"","Invest Cont","100 N  LA BREA                      AV","",-118.3463,34.0726
170900610,"02/18/2017",2245,22,"HAND GUN","Invest Cont","14300    RUNNYMEDE                    ST","",-118.4444,34.2058
170907580,"03/12/2017",1900,19,"REVOLVER","Adult Other","14700    ERWIN                        ST","",-118.4531,34.1836
170907749,"03/15/2017",2115,21,"HAND GUN","Invest Cont","14700    DELANO                       ST","",-118.4531,34.1827
170907974,"03/20/2017",2105,21,"SEMI-AUTOMATIC PISTOL","Invest Cont","14100    VENTURA                      BL","",-118.4399,34.1495
170908351,"03/23/2017",2200,22,"OTHER FIREARM","Invest Cont","7000    VAN NUYS                     BL","",-118.4487,34.1976
171007300,"03/13/2017",2000,20,"HAND GUN","Invest Cont","6300    RESEDA                       BL","",-118.536,34.1848
171007898,"03/26/2017",1930,19,"HAND GUN","Invest Cont","7700    CANBY                        AV","",-118.5343,34.212
171009810,"05/05/2017",1000,10,"REVOLVER","Adult Other","7400    RESEDA                       BL","",-118.5361,34.2048
171012656,"07/04/2017",2325,23,"HAND GUN","Invest Cont","STRATHERN                    ST","RESEDA                       BL",-118.5361,34.2157
171012882,"07/10/2017",40,0,"UNKNOWN FIREARM","Invest Cont","6400    ZELZAH                       AV","",-118.5229,34.1868
171100512,"01/14/2017",2005,20,"HAND GUN","Invest Cont","CYPRESS","PEPPER",-118.2234,34.091
171100567,"03/13/2017",115,1,"UNKNOWN FIREARM","Invest Cont","PERLITA","VERDANT",-118.2678,34.1312
171100581,"03/24/2017",2235,22,"UNKNOWN FIREARM","Invest Cont","1200    CYPRESS                      AV","",-118.2279,34.0953
171100584,"03/25/2017",220,2,"HAND GUN","Invest Cont","400    SAN PASCUAL                  AV","",-118.1758,34.1157
171100630,"04/16/2017",1950,19,"HAND GUN","Invest Cont","TYBURN","FERNCROFT",-118.2623,34.1123
171104068,"01/02/2017",100,1,"HAND GUN","Invest Cont","100    BRIDEWELL                    ST","",-118.1737,34.1146
171105710,"02/04/2017",1200,12,"HAND GUN","Invest Cont","1500    WESTERLY                     TR","",-118.271,34.0871
171107109,"03/06/2017",2200,22,"UNKNOWN FIREARM","Invest Cont","ALGER                        ST","RAYWOOD",-118.2713,34.1367
171107110,"03/06/2017",2200,22,"UNKNOWN FIREARM","Invest Cont","BRUNSWICK","SEQUOIA",-118.269,34.1362
171107405,"03/13/2017",2335,23,"HAND GUN","Invest Cont","300 N  AVENUE 50","",-118.2037,34.1072
171112976,"07/02/2017",2110,21,"HAND GUN","Invest Cont","200    MUSEUM                       DR","",-118.2062,34.0988
171200532,"01/20/2017",2000,20,"UNKNOWN FIREARM","Adult Other","BRYNHURST                    AV","FLORENCE                     AV",-118.3338,33.9745
171200619,"03/08/2017",5,0,"UNKNOWN FIREARM","Invest Cont","6800    11TH                         AV","",-118.3294,33.9776
171200669,"03/22/2017",1755,17,"UNKNOWN FIREARM","Invest Cont","4700 S  GRAMERCY                     PL","",-118.3138,34.001
171200690,"03/27/2017",1720,17,"STARTER PISTOL/REVOLVER","Invest Cont","8800    RUTHELEN                     ST","",-118.3128,33.958
171200765,"04/30/2017",2215,22,"UNKNOWN FIREARM","Invest Cont","900 W  81ST                         ST","",-118.2893,33.9655
171200826,"05/29/2017",1926,19,"UNKNOWN FIREARM","Invest Cont","BUDLONG                      AV","47TH                         ST",-118.2954,33.9996
171200835,"06/04/2017",2020,20,"SEMI-AUTOMATIC RIFLE","Invest Cont","FLOWER                       ST","62ND                         ST",-118.2811,33.9833
171204451,"01/07/2017",130,1,"UNKNOWN FIREARM","Invest Cont","6300    11TH                         AV","",-118.3294,33.9829
171205601,"01/23/2017",2224,22,"SEMI-AUTOMATIC PISTOL","Invest Cont","800 W  77TH                         ST","",-118.2871,33.9698
171206346,"02/03/2017",1225,12,"HAND GUN","Invest Cont","78TH                         ST","HOOVER                       ST",-118.2871,33.9688
171206453,"02/04/2017",45,0,"HAND GUN","Invest Cont","1000 W  81ST                         ST","",-118.2918,33.9655
171206687,"02/07/2017",2300,23,"SEMI-AUTOMATIC PISTOL","Invest Cont","DENKER","65TH",-118.3046,33.9806
171206739,"02/08/2017",1145,11,"SEMI-AUTOMATIC PISTOL","Invest Cont","500 W  82ND                         ST","",-118.2827,33.9644
171207602,"02/20/2017",2340,23,"UNKNOWN FIREARM","Invest Cont","5300    7TH                          AV","",-118.3247,33.9941
171207774,"02/21/2017",800,8,"UNKNOWN FIREARM","Invest Cont","7900 S  SAN PEDRO                    ST","",-118.2695,33.9674
171208204,"02/28/2017",1135,11,"UNKNOWN FIREARM","Invest Cont","6900    BONSALLO                     AV","",-118.286,33.9774
171208387,"03/03/2017",25,0,"OTHER FIREARM","Invest Cont","9400    HAAS                         AV","",-118.3167,33.9513
171208910,"03/11/2017",1425,14,"SEMI-AUTOMATIC PISTOL","Invest Cont","8900 S  HARVARD                      BL","",-118.3068,33.9564
171208944,"03/11/2017",1815,18,"UNKNOWN FIREARM","Invest Cont","8900 S  HARVARD                      BL","",-118.3068,33.9564
171209386,"03/18/2017",1100,11,"UNKNOWN FIREARM","Invest Cont","300 E  81ST                         ST","",-118.2695,33.9656
171209715,"03/22/2017",1800,18,"OTHER FIREARM","Invest Cont","4800 S  GRAMERCY                     PL","",-118.3138,34.0001
171209931,"03/26/2017",130,1,"UNKNOWN FIREARM","Invest Cont","1700 W  GAGE                         AV","",-118.3068,33.9824
171209941,"03/26/2017",900,9,"UNKNOWN FIREARM","Invest Cont","100 W  82ND                         ST","",-118.2754,33.9651
171210027,"03/26/2017",2230,22,"UNKNOWN FIREARM","Invest Cont","1400 W  64TH                         ST","",-118.3003,33.9814
171210520,"04/01/2017",1840,18,"HAND GUN","Invest Cont","RUTHELEN                     ST","CONCORDIA                    WK",-118.3126,33.992
171210926,"04/04/2017",1430,14,"UNKNOWN FIREARM","Invest Cont","8000 S  BROADWAY","",-118.2849,33.9661
171211156,"04/10/2017",2155,21,"UNKNOWN FIREARM","Invest Cont","10400 S  MANHATTAN                    PL","",-118.3102,33.9419
171211157,"04/10/2017",2155,21,"UNKNOWN FIREARM","Invest Cont","10400 S  MANHATTAN                    PL","",-118.3102,33.9419
171211393,"04/14/2017",500,5,"HAND GUN","Invest Cont","3300    HYDE PARK                    BL","",-118.3294,33.9806
171211944,"04/21/2017",250,2,"UNKNOWN FIREARM","Invest Cont","57TH                         ST","GRAMERCY",-118.3138,33.991
171212014,"04/21/2017",2100,21,"UNKNOWN FIREARM","Invest Cont","1100 W  77TH                         ST","",-118.294,33.9703
171212024,"04/23/2017",140,1,"UNKNOWN FIREARM","Invest Cont","63RD                         PL","DENVER                       AV",-118.2838,33.9819
171212384,"04/27/2017",1722,17,"SEMI-AUTOMATIC PISTOL","Invest Cont","56TH                         ST","NORMANDIE",-118.2739,33.9713
171212385,"04/27/2017",1623,16,"SEMI-AUTOMATIC PISTOL","Invest Cont","5100 S  MANHATTAN                    PL","",-118.3101,33.9964
171212674,"05/02/2017",200,2,"HAND GUN","Invest Cont","700 W  52ND                         ST","",-118.2856,33.9957
171212722,"05/02/2017",1200,12,"SEMI-AUTOMATIC PISTOL","Invest Cont","6500 S  HOOVER                       ST","",-118.287,33.9802
171212912,"05/04/2017",1600,16,"UNKNOWN FIREARM","Invest Cont","2000 W  57TH                         ST","",-118.3138,33.991
171212989,"05/05/2017",240,2,"REVOLVER","Adult Other","200 W  75TH                         ST","",-118.2761,33.9718
171213238,"05/09/2017",1200,12,"HAND GUN","Invest Cont","5900    HAAS                         AV","",-118.3167,33.9873
171213316,"05/10/2017",2355,23,"HAND GUN","Invest Cont","54TH                         ST","NORMANDIE",-118.3002,33.9932
171213321,"05/10/2017",2020,20,"HAND GUN","Invest Cont","4700    CIMARRON                     ST","",-118.316,34.001
171213981,"05/20/2017",110,1,"UNKNOWN FIREARM","Invest Cont","800 W  84TH                         ST","",-118.2871,33.9625
171214156,"05/22/2017",1225,12,"","Invest Cont","8600    HALLDALE                     AV","",-118.3025,33.96
171214622,"05/27/2017",330,3,"UNKNOWN FIREARM","Invest Cont","900 W  68TH                         ST","",-118.2892,33.9782
171214878,"05/31/2017",1300,13,"","Invest Cont","1200 W  56TH                         ST","",-118.2958,33.9916
171215376,"06/05/2017",1715,17,"HAND GUN","Invest Cont","79TH                         ST","SAN PEDRO                    ST",-118.2695,33.9679
171300595,"04/02/2017",230,2,"UNKNOWN FIREARM","Invest Cont","42ND                         ST","MAIN",-118.274,34.0073
171300654,"05/07/2017",1300,13,"SEMI-AUTOMATIC PISTOL","Invest Cont","6700 S  BROADWAY","",-118.2795,33.9789
171304194,"01/04/2017",1815,18,"HAND GUN","Invest Cont","1000 E  56TH                         ST","",-118.2579,33.9916
171304893,"01/16/2017",2040,20,"SEMI-AUTOMATIC PISTOL","Invest Cont","300 E  51ST                         ST","",-118.2701,33.9966
171304901,"01/15/2017",345,3,"UNKNOWN FIREARM","Invest Cont","300 W  45TH                         ST","",-118.2783,34.0029
171305610,"01/26/2017",2200,22,"UNKNOWN FIREARM","Invest Cont","300 W  69TH                         ST","",-118.2783,33.9774
171305711,"01/28/2017",2000,20,"HAND GUN","Adult Arrest","1200 E  57TH                         ST","",-118.2542,33.9911
171306197,"02/05/2017",1250,12,"UNKNOWN FIREARM","Invest Cont","200 W  54TH                         ST","",-118.2761,33.9933
171306615,"02/11/2017",2215,22,"UNKNOWN FIREARM","Invest Cont","27TH                         ST","HOOPER                       AV",-118.2495,34.0151
171307124,"02/21/2017",1445,14,"SEMI-AUTOMATIC PISTOL","Invest Cont","800 E  41ST                         PL","",-118.2616,34.0082
171307128,"02/21/2017",1425,14,"SEMI-AUTOMATIC PISTOL","Invest Cont","4200 S  CENTRAL                      AV","",-118.2636,34.0078
171307366,"02/26/2017",311,3,"HAND GUN","Invest Cont","1300 E  53RD                         ST","",-118.2499,33.9994
171307483,"02/28/2017",105,1,"UNKNOWN FIREARM","Invest Cont","1300 E  53RD                         ST","",-118.2499,33.9994
171307529,"02/28/2017",2145,21,"HAND GUN","Invest Cont","200 E  50TH                         ST","",-118.2718,33.9975
171307625,"03/02/2017",1300,13,"SEMI-AUTOMATIC PISTOL","Invest Cont","5100 S  SAN PEDRO                    ST","",-118.2696,33.9966
171307909,"03/07/2017",130,1,"HAND GUN","Invest Cont","1300 E  53RD                         ST","",-118.2499,33.9994
171307979,"03/08/2017",310,3,"SEMI-AUTOMATIC PISTOL","Invest Cont","4100    ASCOT                        AV","",-118.2494,34.0089
171310436,"04/15/2017",700,7,"UNKNOWN FIREARM","Invest Cont","700    CROCKER                      ST","",-118.2459,34.0401
171311143,"04/26/2017",1010,10,"UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","JEFFERSON                    BL","GRIFFITH                     AV",-118.2611,34.0136
171311329,"04/28/2017",1230,12,"UNKNOWN FIREARM","Invest Cont","5300    STAUNTON                     AV","",-118.2415,33.9946
171311338,"04/27/2017",1700,17,"UNKNOWN FIREARM","Invest Cont","200 W  41ST                         PL","",-118.2762,34.0082
171312133,"05/09/2017",2100,21,"SEMI-AUTOMATIC PISTOL","Invest Cont","200 W  65TH                         ST","",-118.2761,33.9807
171312163,"05/10/2017",2044,20,"HAND GUN","Invest Cont","4100    NAOMI                        AV","",-118.2538,34.0093
171313776,"06/04/2017",2210,22,"HAND GUN","Invest Cont","1000 E  MARTIN LUTHER KING JR        BL","",-118.2582,34.011
171314236,"06/11/2017",1915,19,"SEMI-AUTOMATIC PISTOL","Invest Cont","1500 E  33RD                         ST","",-118.2489,34.0121
171314621,"06/15/2017",1755,17,"REVOLVER","Adult Arrest","400 E  49TH                         ST","",-118.2696,33.9988
171314628,"06/15/2017",1755,17,"REVOLVER","Adult Arrest","400 E  49TH                         ST","",-118.2696,33.9988
171315035,"06/24/2017",1558,15,"HAND GUN","Invest Cont","ADAIR","36TH                         ST",-118.2672,34.0142
171315196,"06/27/2017",50,0,"SEMI-AUTOMATIC PISTOL","Invest Cont","46TH                         ST","COMPTON                      AV",-118.2478,34.0021
171315938,"07/07/2017",1850,18,"HAND GUN","Invest Cont","800 E  7TH                          ST","",-118.2451,34.0396
171316179,"07/07/2017",2000,20,"","Invest Cont","200 E  50TH                         ST","",-118.2718,33.9975
